timestamp,adjclose,open,high,volume,low,close,crypto,very_poor,poor,neutral,good,excellent
2014-10-28 00:00:00,357.6180114746094,353.2149963378906,359.9840087890625,7845880,352.6789855957031,357.6180114746094,BTC,4,13,62,19,6
2014-10-29 00:00:00,335.59100341796875,357.0889892578125,357.8330078125,18192700,335.3429870605469,335.59100341796875,BTC,3,13,55,20,6
2014-10-30 00:00:00,345.30499267578125,335.7090148925781,350.9129943847656,30177900,335.0719909667969,345.30499267578125,BTC,3,13,57,21,6
2014-10-31 00:00:00,338.3210144042969,345.0090026855469,348.0450134277344,12545400,337.1419982910156,338.3210144042969,BTC,4,13,62,20,5
2014-11-01 00:00:00,325.7489929199219,338.6499938964844,340.52899169921875,16677200,321.05499267578125,325.7489929199219,BTC,5,13,56,16,9
2014-11-02 00:00:00,325.8919982910156,326.07501220703125,329.04998779296875,8603620,320.6260070800781,325.8919982910156,BTC,5,15,63,17,4
2014-11-03 00:00:00,327.5539855957031,325.5690002441406,334.00201416015625,12948500,325.4809875488281,327.5539855957031,BTC,5,17,63,16,4
2014-11-04 00:00:00,330.49200439453125,327.1610107421875,331.7669982910156,15655500,325.0769958496094,330.49200439453125,BTC,4,13,56,17,5
2014-11-05 00:00:00,339.4859924316406,330.6830139160156,343.3689880371094,19817200,330.6830139160156,339.4859924316406,BTC,4,13,61,21,9
2014-11-06 00:00:00,349.2900085449219,339.4580078125,352.96600341796875,18797000,338.42401123046875,349.2900085449219,BTC,5,14,61,18,5
2014-11-07 00:00:00,342.4150085449219,349.8179931640625,352.73199462890625,16834200,341.7760009765625,342.4150085449219,BTC,3,13,56,20,8
2014-11-08 00:00:00,345.4880065917969,342.15399169921875,347.0320129394531,8535470,342.15399169921875,345.4880065917969,BTC,4,14,63,18,4
2014-11-09 00:00:00,363.2640075683594,345.3760070800781,363.6260070800781,24205600,344.2550048828125,363.2640075683594,BTC,4,14,57,21,4
2014-11-10 00:00:00,366.9240112304688,362.2650146484375,374.8160095214844,30450100,357.5610046386719,366.9240112304688,BTC,3,13,61,22,4
2014-11-11 00:00:00,367.6950073242188,365.8569946289063,371.30999755859375,15838900,363.7349853515625,367.6950073242188,BTC,3,13,59,19,5
2014-11-12 00:00:00,423.5610046386719,367.9849853515625,429.7179870605469,45783200,367.9849853515625,423.5610046386719,BTC,3,13,62,20,4
2014-11-13 00:00:00,420.7349853515625,427.2730102539063,457.0929870605469,58945000,401.12298583984375,420.7349853515625,BTC,5,15,60,18,7
2014-11-14 00:00:00,397.8179931640625,418.4169921875,419.25201416015625,29589200,384.78900146484375,397.8179931640625,BTC,5,16,61,17,4
2014-11-15 00:00:00,376.1329956054688,399.6499938964844,405.5280151367188,15727500,371.0079956054688,376.1329956054688,BTC,4,14,60,17,5
2014-11-16 00:00:00,387.8819885253906,374.7300109863281,390.7990112304688,11905600,374.60198974609375,387.8819885253906,BTC,4,15,59,17,4
2014-11-17 00:00:00,387.4079895019531,388.3489990234375,410.1990051269531,41518800,377.50201416015625,387.4079895019531,BTC,3,13,57,21,8
2014-11-18 00:00:00,375.197998046875,387.7850036621094,392.4020080566406,32222500,371.1170043945313,375.197998046875,BTC,4,14,60,18,4
2014-11-19 00:00:00,380.5549926757813,373.89599609375,386.4809875488281,18931800,373.89599609375,380.5549926757813,BTC,5,14,63,16,6
2014-11-20 00:00:00,357.8399963378906,380.3070068359375,382.0249938964844,25233200,356.781005859375,357.8399963378906,BTC,4,13,57,21,7
2014-11-21 00:00:00,350.8479919433594,357.8789978027344,357.8789978027344,29850100,344.11199951171875,350.8479919433594,BTC,4,15,63,17,4
2014-11-22 00:00:00,352.9200134277344,351.60400390625,364.8410034179688,15273000,350.87799072265625,352.9200134277344,BTC,4,14,60,16,5
2014-11-23 00:00:00,367.572998046875,353.17498779296875,370.8450012207031,15151600,353.17498779296875,367.572998046875,BTC,5,16,57,16,4
2014-11-24 00:00:00,376.9010009765625,366.947998046875,387.2090148925781,30930100,366.66900634765625,376.9010009765625,BTC,4,14,62,17,4
2014-11-25 00:00:00,375.3479919433594,376.885986328125,394.7009887695313,25442200,374.7839965820313,375.3479919433594,BTC,4,13,62,19,6
2014-11-26 00:00:00,368.3699951171875,376.0190124511719,377.697998046875,18601700,365.8160095214844,368.3699951171875,BTC,3,13,61,20,4
2014-11-27 00:00:00,369.6700134277344,370.50201416015625,373.9920043945313,8748030,368.2820129394531,369.6700134277344,BTC,5,13,57,16,9
2014-11-28 00:00:00,376.4469909667969,369.3739929199219,382.8380126953125,22946500,358.4549865722656,376.4469909667969,BTC,4,13,58,19,9
2014-11-29 00:00:00,375.4909973144531,376.1520080566406,387.60101318359375,15375600,372.1449890136719,375.4909973144531,BTC,5,15,62,16,4
2014-11-30 00:00:00,378.0469970703125,375.510009765625,382.5270080566406,9194440,373.3089904785156,378.0469970703125,BTC,4,15,58,17,4
2014-12-01 00:00:00,379.2449951171875,378.2489929199219,383.6619873046875,11763000,376.66900634765625,379.2449951171875,BTC,5,14,59,17,9
2014-12-02 00:00:00,381.3150024414063,379.25,384.0379943847656,12364100,377.8630065917969,381.3150024414063,BTC,4,13,59,22,5
2014-12-03 00:00:00,375.010009765625,381.7219848632813,383.0260009765625,13340100,374.3460083007813,375.010009765625,BTC,4,14,60,19,4
2014-12-04 00:00:00,369.60400390625,375.7179870605469,378.6549987792969,14529600,367.7590026855469,369.60400390625,BTC,5,14,57,19,5
2014-12-05 00:00:00,376.85400390625,369.4419860839844,379.1919860839844,15181800,365.7560119628906,376.85400390625,BTC,4,15,63,18,4
2014-12-06 00:00:00,374.7850036621094,376.7569885253906,378.447998046875,7009320,370.9450073242188,374.7850036621094,BTC,5,14,55,16,9
2014-12-07 00:00:00,375.0950012207031,374.83599853515625,376.2919921875,6491650,373.2749938964844,375.0950012207031,BTC,3,13,59,20,5
2014-12-08 00:00:00,361.9089965820313,374.9649963378906,376.0289916992188,18898700,361.885986328125,361.9089965820313,BTC,3,13,60,20,4
2014-12-09 00:00:00,352.218994140625,361.8949890136719,363.0669860839844,32915500,344.95098876953125,352.218994140625,BTC,5,14,60,17,5
2014-12-10 00:00:00,346.364990234375,352.2049865722656,352.3840026855469,16427700,346.364990234375,346.364990234375,BTC,3,13,62,19,4
2014-12-11 00:00:00,350.5060119628906,344.3399963378906,361.3569946289063,32431300,338.76300048828125,350.5060119628906,BTC,3,13,61,20,4
2014-12-12 00:00:00,352.5419921875,350.8330078125,352.9830017089844,16989800,349.2909851074219,352.5419921875,BTC,4,13,63,22,7
2014-12-13 00:00:00,347.3760070800781,352.3810119628906,352.3810119628906,11675900,346.5880126953125,347.3760070800781,BTC,5,16,63,19,4
2014-12-14 00:00:00,351.6319885253906,346.7269897460937,353.3160095214844,12415200,345.4179992675781,351.6319885253906,BTC,3,13,56,21,5
2014-12-15 00:00:00,345.3450012207031,351.3609924316406,351.81500244140625,17264200,344.9339904785156,345.3450012207031,BTC,5,17,61,16,4
2014-12-16 00:00:00,327.06201171875,345.6730041503906,345.8590087890625,30864900,327.06201171875,327.06201171875,BTC,4,14,58,19,4
2014-12-17 00:00:00,319.7760009765625,326.8550109863281,333.9540100097656,37567900,315.1520080566406,319.7760009765625,BTC,3,13,58,22,7
2014-12-18 00:00:00,311.39599609375,319.7850036621094,323.7090148925781,39173000,304.23199462890625,311.39599609375,BTC,3,13,55,22,4
2014-12-19 00:00:00,317.8429870605469,311.1789855957031,318.5329895019531,23823100,306.7690124511719,317.8429870605469,BTC,5,15,62,16,4
2014-12-20 00:00:00,329.9559936523437,317.6189880371094,330.32501220703125,20856700,316.04400634765625,329.9559936523437,BTC,5,13,62,17,7
2014-12-21 00:00:00,320.8429870605469,329.5429992675781,329.6289978027344,15207600,318.90301513671875,320.8429870605469,BTC,4,13,56,19,6
2014-12-22 00:00:00,331.885986328125,321.0679931640625,334.11700439453125,22315100,320.42498779296875,331.885986328125,BTC,3,13,57,20,4
2014-12-23 00:00:00,334.5719909667969,332.0169982910156,336.2869873046875,16574200,329.6019897460937,334.5719909667969,BTC,4,13,63,19,4
2014-12-24 00:00:00,322.53399658203125,334.385009765625,334.7409973144531,15092300,321.35699462890625,322.53399658203125,BTC,5,16,62,17,4
2014-12-25 00:00:00,319.00799560546875,322.2860107421875,322.6700134277344,9883640,316.9580078125,319.00799560546875,BTC,5,16,63,17,4
2014-12-26 00:00:00,327.92401123046875,319.1520080566406,331.42401123046875,16410500,316.62701416015625,327.92401123046875,BTC,5,16,63,18,4
2014-12-27 00:00:00,315.8630065917969,327.5830078125,328.9110107421875,15185200,312.6300048828125,315.8630065917969,BTC,3,13,62,20,4
2014-12-28 00:00:00,317.239013671875,316.1600036621094,320.02801513671875,11676600,311.0780029296875,317.239013671875,BTC,4,13,56,22,9
2014-12-29 00:00:00,312.6700134277344,317.70098876953125,320.2669982910156,12302500,312.3070068359375,312.6700134277344,BTC,5,15,59,18,4
2014-12-30 00:00:00,310.73699951171875,312.718994140625,314.8089904785156,12528300,309.3729858398437,310.73699951171875,BTC,4,14,56,17,6
2014-12-31 00:00:00,320.1929931640625,310.9140014648437,320.1929931640625,13942900,310.21099853515625,320.1929931640625,BTC,5,14,61,16,4
2015-01-01 00:00:00,314.2489929199219,320.4349975585937,320.4349975585937,8036550,314.00299072265625,314.2489929199219,BTC,4,13,61,21,7
2015-01-02 00:00:00,315.0320129394531,314.0790100097656,315.8389892578125,7860650,313.56500244140625,315.0320129394531,BTC,5,14,62,17,4
2015-01-03 00:00:00,281.0820007324219,314.84600830078125,315.1499938964844,33054400,281.0820007324219,281.0820007324219,BTC,5,15,62,17,4
2015-01-04 00:00:00,264.19500732421875,281.14599609375,287.2300109863281,55629100,257.61199951171875,264.19500732421875,BTC,4,14,57,19,4
2015-01-05 00:00:00,274.4739990234375,265.0840148925781,278.34100341796875,43962800,265.0840148925781,274.4739990234375,BTC,4,14,59,17,5
2015-01-06 00:00:00,286.1889953613281,274.6109924316406,287.5530090332031,23245700,272.6960144042969,286.1889953613281,BTC,4,13,60,19,6
2015-01-07 00:00:00,294.3370056152344,286.0769958496094,298.7539978027344,24866800,283.0790100097656,294.3370056152344,BTC,5,17,61,16,5
2015-01-08 00:00:00,283.3489990234375,294.135009765625,294.135009765625,19982500,282.17498779296875,283.3489990234375,BTC,4,14,62,17,4
2015-01-09 00:00:00,290.4079895019531,282.38299560546875,291.114013671875,18718600,280.5329895019531,290.4079895019531,BTC,5,14,59,16,9
2015-01-10 00:00:00,274.7959899902344,287.3030090332031,288.12701416015625,15264300,273.96600341796875,274.7959899902344,BTC,5,16,60,16,4
2015-01-11 00:00:00,265.6600036621094,274.6080017089844,279.63800048828125,18200800,265.0390014648437,265.6600036621094,BTC,5,14,60,21,4
2015-01-12 00:00:00,267.7959899902344,266.14599609375,272.2030029296875,18880300,265.20001220703125,267.7959899902344,BTC,4,13,60,17,9
2015-01-13 00:00:00,225.86099243164065,267.3940124511719,268.2770080566406,72843904,219.906005859375,225.86099243164065,BTC,4,13,62,19,5
2015-01-14 00:00:00,178.10299682617188,223.8939971923828,223.8939971923828,97638704,171.50999450683594,178.10299682617188,BTC,5,17,60,18,4
2015-01-15 00:00:00,209.843994140625,176.89700317382812,229.06700134277344,81773504,176.89700317382812,209.843994140625,BTC,4,13,56,19,9
2015-01-16 00:00:00,208.0970001220703,209.07000732421875,221.59100341796875,38421000,199.77099609375,208.0970001220703,BTC,5,15,57,17,7
2015-01-17 00:00:00,199.25999450683597,207.83399963378903,211.7310028076172,23469700,194.875,199.25999450683597,BTC,4,14,62,16,4
2015-01-18 00:00:00,210.3390045166016,200.0500030517578,218.69500732421875,30085100,194.5059967041016,210.3390045166016,BTC,5,14,56,17,8
2015-01-19 00:00:00,214.86099243164065,211.4709930419922,216.72799682617188,18658300,207.3179931640625,214.86099243164065,BTC,3,13,63,19,4
2015-01-20 00:00:00,211.31500244140625,212.9069976806641,215.24099731445312,24051100,205.1529998779297,211.31500244140625,BTC,5,17,55,16,5
2015-01-21 00:00:00,226.89700317382807,211.3780059814453,227.7879943847656,29924600,211.2120056152344,226.89700317382807,BTC,4,15,63,17,5
2015-01-22 00:00:00,233.406005859375,227.32200622558597,237.0189971923828,33544600,226.4340057373047,233.406005859375,BTC,4,13,57,18,9
2015-01-23 00:00:00,232.8789978027344,233.5169982910156,234.84500122070312,24621700,225.1959991455078,232.8789978027344,BTC,4,14,57,17,5
2015-01-24 00:00:00,247.8470001220703,232.6999969482422,248.2100067138672,24782500,230.02200317382807,247.8470001220703,BTC,4,15,59,17,4
2015-01-25 00:00:00,253.71800231933597,247.3520050048828,255.07400512695312,33582700,243.88999938964844,253.71800231933597,BTC,4,13,56,19,5
2015-01-26 00:00:00,273.4729919433594,254.07899475097656,309.3840026855469,106794000,254.07899475097656,273.4729919433594,BTC,5,14,56,16,8
2015-01-27 00:00:00,263.4750061035156,273.1669921875,275.4800109863281,44399000,250.6529998779297,263.4750061035156,BTC,3,13,57,22,5
2015-01-28 00:00:00,233.9149932861328,263.3510131835937,266.5350036621094,44352200,227.04600524902344,233.9149932861328,BTC,3,13,59,22,4
2015-01-29 00:00:00,233.51300048828125,233.34800720214844,238.70599365234372,32213400,220.7120056152344,233.51300048828125,BTC,4,14,62,18,4
2015-01-30 00:00:00,226.4250030517578,232.77200317382807,242.8509979248047,26605200,225.8390045166016,226.4250030517578,BTC,4,13,62,18,5
2015-01-31 00:00:00,217.4640045166016,226.4409942626953,233.5039978027344,23348200,216.3090057373047,217.4640045166016,BTC,4,13,57,17,9
2015-02-01 00:00:00,226.9720001220703,216.86700439453125,231.57400512695312,29128500,212.01499938964844,226.9720001220703,BTC,4,13,61,20,4
2015-02-02 00:00:00,238.22900390625,226.49099731445312,242.1750030517578,30612100,222.65899658203125,238.22900390625,BTC,4,14,63,19,4
2015-02-03 00:00:00,227.26800537109372,237.45399475097656,245.95700073242188,40783700,224.4830017089844,227.26800537109372,BTC,3,13,57,22,5
2015-02-04 00:00:00,226.85299682617188,227.5110015869141,230.05799865722656,26594300,221.11300659179688,226.85299682617188,BTC,4,14,61,17,4
2015-02-05 00:00:00,217.11099243164065,227.6649932861328,239.40499877929688,22516400,214.7250061035156,217.11099243164065,BTC,5,16,62,17,5
2015-02-06 00:00:00,222.26600646972656,216.92300415039065,230.50999450683597,24435300,216.23199462890625,222.26600646972656,BTC,3,13,59,20,4
2015-02-07 00:00:00,227.7539978027344,222.63299560546875,230.2989959716797,21604200,222.60699462890625,227.7539978027344,BTC,5,16,57,16,4
2015-02-08 00:00:00,223.41200256347656,227.6929931640625,229.43800354003903,17145200,221.07699584960935,223.41200256347656,BTC,4,14,59,18,6
2015-02-09 00:00:00,220.1100006103516,223.38900756835935,223.9770050048828,27791300,217.0189971923828,220.1100006103516,BTC,3,14,56,16,4
2015-02-10 00:00:00,219.8390045166016,220.2819976806641,221.8070068359375,21115100,215.33200073242188,219.8390045166016,BTC,5,17,63,17,4
2015-02-11 00:00:00,219.18499755859372,219.73199462890625,223.406005859375,17201900,218.07400512695312,219.18499755859372,BTC,5,17,59,17,4
2015-02-12 00:00:00,221.76400756835935,219.2079925537109,222.19900512695312,15206200,217.61399841308597,221.76400756835935,BTC,3,13,56,21,6
2015-02-13 00:00:00,235.427001953125,221.968994140625,240.25900268554688,42744400,221.26199340820312,235.427001953125,BTC,3,13,60,21,4
2015-02-14 00:00:00,257.3210144042969,235.5279998779297,259.8080139160156,49732500,235.5279998779297,257.3210144042969,BTC,3,13,62,22,4
2015-02-15 00:00:00,234.8249969482422,257.5069885253906,265.6109924316406,56552400,227.6840057373047,234.8249969482422,BTC,4,14,63,21,4
2015-02-16 00:00:00,233.84300231933597,234.8249969482422,239.52099609375,28153700,229.02200317382807,233.84300231933597,BTC,3,13,56,21,4
2015-02-17 00:00:00,243.6100006103516,233.4219970703125,245.7749938964844,27363100,232.31399536132807,243.6100006103516,BTC,5,13,62,17,6
2015-02-18 00:00:00,236.3260040283203,243.77999877929688,244.25100708007807,25200800,232.33999633789065,236.3260040283203,BTC,5,14,55,16,9
2015-02-19 00:00:00,240.2830047607422,236.41000366210935,242.6719970703125,18270500,235.5919952392578,240.2830047607422,BTC,3,13,59,22,6
2015-02-20 00:00:00,243.7790069580078,240.25100708007807,247.1009979248047,23876700,239.2989959716797,243.7790069580078,BTC,5,13,55,19,9
2015-02-21 00:00:00,244.53399658203125,243.7519989013672,255.32000732421875,12284200,243.1840057373047,244.53399658203125,BTC,4,15,55,16,4
2015-02-22 00:00:00,235.9770050048828,244.54400634765625,246.3919982910156,19527000,233.8509979248047,235.9770050048828,BTC,4,14,61,19,5
2015-02-23 00:00:00,238.8919982910156,235.9949951171875,240.10899353027344,16400000,232.42100524902344,238.8919982910156,BTC,5,14,62,17,5
2015-02-24 00:00:00,238.7350006103516,238.9980010986328,239.9010009765625,14200400,236.4019927978516,238.7350006103516,BTC,4,13,58,17,8
2015-02-25 00:00:00,237.47000122070312,238.88999938964844,239.33999633789065,11496200,235.52999877929688,237.47000122070312,BTC,5,17,59,16,4
2015-02-26 00:00:00,236.42599487304688,237.3370056152344,237.7100067138672,13619400,234.2570037841797,236.42599487304688,BTC,5,16,61,17,4
2015-02-27 00:00:00,253.8280029296875,236.43600463867188,256.65301513671875,44013900,236.43600463867188,253.8280029296875,BTC,5,15,63,20,4
2015-02-28 00:00:00,254.26300048828125,253.5200042724609,254.69200134277344,13949300,249.47900390625,254.26300048828125,BTC,5,13,57,17,8
2015-03-01 00:00:00,260.2019958496094,254.2830047607422,261.6600036621094,25213700,245.93299865722656,260.2019958496094,BTC,4,13,60,18,8
2015-03-02 00:00:00,275.6700134277344,260.35699462890625,276.3009948730469,40465700,258.31298828125,275.6700134277344,BTC,4,13,59,17,5
2015-03-03 00:00:00,281.7019958496094,275.0459899902344,285.7959899902344,50461300,268.1610107421875,281.7019958496094,BTC,5,14,62,18,6
2015-03-04 00:00:00,273.0920104980469,281.989990234375,284.2250061035156,41383000,268.1260070800781,273.0920104980469,BTC,4,14,63,17,4
2015-03-05 00:00:00,276.1780090332031,272.739013671875,281.6669921875,41302400,264.7690124511719,276.1780090332031,BTC,4,13,63,17,5
2015-03-06 00:00:00,272.7229919433594,275.6000061035156,277.6080017089844,28918900,270.0150146484375,272.7229919433594,BTC,3,13,57,18,9
2015-03-07 00:00:00,276.260986328125,272.29400634765625,277.85400390625,17825900,270.13299560546875,276.260986328125,BTC,5,17,62,16,4
2015-03-08 00:00:00,274.35400390625,276.4330139160156,277.8580017089844,22067900,272.56500244140625,274.35400390625,BTC,5,14,59,17,9
2015-03-09 00:00:00,289.60699462890625,274.81201171875,292.70098876953125,59178200,273.8930053710937,289.60699462890625,BTC,5,17,62,16,4
2015-03-10 00:00:00,291.760009765625,289.86199951171875,300.04400634765625,67770800,289.7430114746094,291.760009765625,BTC,3,13,61,19,4
2015-03-11 00:00:00,296.3789978027344,291.5249938964844,297.3909912109375,33963900,290.50799560546875,296.3789978027344,BTC,5,15,60,17,6
2015-03-12 00:00:00,294.35400390625,296.12701416015625,297.0880126953125,32585200,292.4129943847656,294.35400390625,BTC,5,14,63,18,5
2015-03-13 00:00:00,285.3370056152344,294.1180114746094,294.4979858398437,31421500,285.3370056152344,285.3370056152344,BTC,4,14,62,20,4
2015-03-14 00:00:00,281.885009765625,284.4419860839844,286.3420104980469,22612300,280.9760131835937,281.885009765625,BTC,3,13,59,17,4
2015-03-15 00:00:00,286.3930053710937,281.42498779296875,286.52899169921875,11970100,280.9960021972656,286.3930053710937,BTC,5,17,57,16,5
2015-03-16 00:00:00,290.5929870605469,285.6849975585937,294.11199951171875,21516100,285.6849975585937,290.5929870605469,BTC,5,16,61,18,4
2015-03-17 00:00:00,285.5050048828125,290.5950012207031,292.364990234375,21497200,284.3739929199219,285.5050048828125,BTC,4,14,57,18,5
2015-03-18 00:00:00,256.29901123046875,285.0669860839844,285.33599853515625,57008000,249.8699951171875,256.29901123046875,BTC,4,13,55,19,8
2015-03-19 00:00:00,260.9280090332031,255.8800048828125,264.2439880371094,52732000,248.6360015869141,260.9280090332031,BTC,5,14,58,16,5
2015-03-20 00:00:00,261.7489929199219,260.9559936523437,264.8479919433594,18456700,259.1619873046875,261.7489929199219,BTC,5,17,60,16,4
2015-03-21 00:00:00,260.0249938964844,261.6440124511719,262.1960144042969,17130100,255.6499938964844,260.0249938964844,BTC,4,13,57,18,8
2015-03-22 00:00:00,267.9599914550781,259.9169921875,269.7470092773437,18438100,259.5899963378906,267.9599914550781,BTC,5,15,55,16,7
2015-03-23 00:00:00,266.739990234375,267.8949890136719,277.2969970703125,22811900,261.7449951171875,266.739990234375,BTC,4,13,61,16,7
2015-03-24 00:00:00,245.59500122070312,266.5769958496094,267.00299072265625,40073700,244.15499877929688,245.59500122070312,BTC,5,16,58,17,4
2015-03-25 00:00:00,246.19700622558597,247.4720001220703,249.19000244140625,35866900,236.51499938964844,246.19700622558597,BTC,3,13,56,16,7
2015-03-26 00:00:00,248.5319976806641,246.2760009765625,254.35400390625,25730000,244.90499877929688,248.5319976806641,BTC,3,13,58,18,5
2015-03-27 00:00:00,247.0290069580078,248.5659942626953,256.8110046386719,17274900,245.21299743652344,247.0290069580078,BTC,3,13,57,17,4
2015-03-28 00:00:00,252.79800415039065,246.9750061035156,254.2050018310547,16040900,246.9750061035156,252.79800415039065,BTC,4,14,56,16,7
2015-03-29 00:00:00,242.71299743652344,252.7400054931641,253.13900756835935,21699400,240.8500061035156,242.71299743652344,BTC,3,13,57,18,4
2015-03-30 00:00:00,247.5260009765625,242.8789978027344,249.24200439453125,23009600,239.2140045166016,247.5260009765625,BTC,4,13,58,19,6
2015-03-31 00:00:00,244.2239990234375,247.45399475097656,248.72999572753903,22672000,242.73899841308597,244.2239990234375,BTC,5,15,60,17,4
2015-04-01 00:00:00,247.27200317382807,244.22300720214844,247.5410003662109,22877200,241.16000366210935,247.27200317382807,BTC,4,13,57,17,8
