timestamp,adjclose,open,high,volume,low,close,crypto,very_poor,poor,neutral,good,excellent,pct_change,volatility
2017-11-09 00:00:00,0.0320530012249946,0.0251599997282028,0.0350599996745586,18716200,0.0250059999525547,0.0320530012249946,ADA,4,14,55,17,8,,
2017-11-10 00:00:00,0.0271189995110034,0.0322190001606941,0.0333480015397071,6766780,0.0264509990811347,0.0271189995110034,ADA,4,15,63,17,4,-15.393259680605864,
2017-11-11 00:00:00,0.0274369996041059,0.0268910005688667,0.0296589992940425,5532220,0.0256840009242296,0.0274369996041059,ADA,4,13,57,19,8,1.1726099739537643,
2017-11-12 00:00:00,0.0239770002663135,0.027480000630021,0.0279520004987716,7280250,0.0225910004228353,0.0239770002663135,ADA,3,13,62,20,4,-12.610705936208188,
2017-11-13 00:00:00,0.025807999074459,0.0243640001863241,0.026300000026822,4419440,0.0234949998557567,0.025807999074459,ADA,3,15,61,17,4,7.636479909115068,
2017-11-14 00:00:00,0.0262299999594688,0.0257970001548528,0.0267880000174045,3033290,0.0253420006483793,0.0262299999594688,ADA,3,13,57,22,5,1.6351553787346207,
2017-11-15 00:00:00,0.0264449995011091,0.0261160004884004,0.0277730002999305,6858800,0.0252609997987747,0.0264449995011091,ADA,3,13,62,20,4,0.8196703849505216,
2017-11-16 00:00:00,0.0275800004601478,0.0265829991549253,0.0281700007617473,4888130,0.0256539992988109,0.0275800004601478,ADA,4,13,59,17,9,4.291930347705608,
2017-11-17 00:00:00,0.025772999972105,0.0271429996937513,0.0274359993636608,3578870,0.0251839999109506,0.025772999972105,ADA,5,13,63,16,7,-6.551850826303851,
2017-11-18 00:00:00,0.0263689998537302,0.0255970004945993,0.0271220002323389,2930550,0.0247479993849992,0.0263689998537302,ADA,4,15,57,18,5,2.3124971181867737,
2017-11-19 00:00:00,0.0280840005725622,0.0262429993599653,0.0284780003130435,4725050,0.0255810003727674,0.0280840005725622,ADA,5,16,59,17,4,6.503851979010089,
2017-11-20 00:00:00,0.0295809991657733,0.0281520001590251,0.0322999991476535,16172400,0.0276120007038116,0.0295809991657733,ADA,5,13,56,17,7,5.330432141757102,
2017-11-21 00:00:00,0.0283300001174211,0.0295870006084442,0.0297090001404285,5836790,0.027403999119997,0.0283300001174211,ADA,3,13,61,19,5,-4.229062856672094,
2017-11-22 00:00:00,0.0285490006208419,0.0283989999443292,0.029033999890089,4938480,0.0278910007327795,0.0285490006208419,ADA,4,13,62,22,4,0.773033895210351,
